experiment,target_domain,num_malicious,mode,warmup_queries,cold_start_s0,window_idx,query_start,query_end,n,window_hr@1_mean,window_hr@1_std,window_hr@3_mean,window_hr@3_std,window_acc@1_mean,window_acc@1_std,window_acc@3_mean,window_acc@3_std,window_malicious_rank_mean,window_malicious_rank_std,cumulative_hr@1_mean,cumulative_hr@1_std,cumulative_hr@3_mean,cumulative_hr@3_std,cumulative_acc@1_mean,cumulative_acc@1_std,cumulative_acc@3_mean,cumulative_acc@3_std,cumulative_malicious_rank_mean,cumulative_malicious_rank_std,mal_effective_trust_mean,mal_effective_trust_std,target_effective_trust_mean,target_effective_trust_std,mal_reputation_mean,mal_reputation_std,target_reputation_mean,target_reputation_std
ragroute_online,gaming,3,Rel,50,0.7,7,301,350,5,0.0,0.0,0.32,0.031622776601683784,0.924,0.02966479394838263,0.984,0.008944271909999166,5.9319999999999995,0.2865658737533134,0.009714285714285715,0.005924697529522206,0.5948571428571429,0.028168588671694268,0.9228571428571428,0.012777531299998809,0.9742857142857143,0.004040610178208852,3.944571428571429,0.11340014037352293,0.01008729218342279,0.0001554888859780376,0.955083944357665,1.9811194585058448e-07,0.010169031711761794,0.00013629331123912112,0.9550872000000001,0.0
ragroute_online,gaming,3,Rel,50,0.7,8,351,400,5,0.0,0.0,0.17200000000000001,0.02683281572999748,0.94,0.0,0.992,0.010954451150103333,6.808,0.2296083622170584,0.0085,0.005184110338331931,0.542,0.02630351687512526,0.925,0.01118033988749894,0.9765,0.0045414755311462655,4.3025,0.11540688887583822,0.01004469805126769,9.14511846320398e-05,0.994953542681166,0.006909286490474245,0.010116247046029182,7.85773860409412e-05,0.9949541920783014,0.006909257048881487
ragroute_online,gaming,3,Rel,50,0.7,9,401,450,5,0.0,0.0,0.372,0.052153619241621194,1.0,0.0,1.0,0.0,5.576,0.2597691282658507,0.007555555555555556,0.004608098078517271,0.5231111111111111,0.028614077516124218,0.9333333333333333,0.009938079899999043,0.9791111111111112,0.004036867138796642,4.444,0.12868182601159733,0.01007942081460437,4.1669511595591096e-05,0.9999998766867934,8.994537005872676e-09,0.010134405333333334,4.8574745701856675e-05,1.0,0.0
ragroute_online,gaming,3,Rel,50,0.7,10,451,500,5,0.0,0.0,0.36,0.04690415759823429,0.992,0.010954451150103333,1.0,0.0,4.784,0.17401149387324988,0.0068000000000000005,0.0041472882706655445,0.5068,0.030384206423732737,0.9392,0.009230384607371413,0.9812,0.0036331804249169933,4.478,0.1324764129949178,0.01007942591239099,9.02016548940629e-05,0.9999999767091438,1.6988486091127133e-09,0.010121888106666666,9.039575420542716e-05,1.0,0.0
ragroute_online,gis,1,Full TASR,50,0.7,1,1,50,5,0.108,0.08899438184514795,0.9,0.054772255750516606,0.772,0.05932958789676528,0.896,0.008944271909999166,2.2840000000000003,0.2578371579117331,0.108,0.08899438184514795,0.9,0.054772255750516606,0.772,0.05932958789676528,0.896,0.008944271909999166,2.2840000000000003,0.2578371579117331,0.9328350952111217,0.006230257419326556,0.9326071706290792,0.001014685892732531,1.0,0.0,1.0,0.0
ragroute_online,gis,1,Full TASR,50,0.7,2,51,100,5,0.0,0.0,0.5760000000000001,0.03577708763999662,0.98,0.0,0.984,0.008944271909999166,3.804,0.08294576541331077,0.054,0.044497190922573975,0.738,0.016431676725154998,0.876,0.029664793948382676,0.94,0.0,3.044,0.11304866208850055,0.02173700515728937,0.004013358049197936,0.9821320907337459,0.005888498883944217,0.06412904713880827,0.011524180976995823,1.0,0.0
ragroute_online,gis,1,Full TASR,50,0.7,3,101,150,5,0.0,0.0,0.24,0.044721359549995794,0.94,0.0,0.96,0.0,6.504,0.30899838187278583,0.036000000000000004,0.029664793948382652,0.572,0.016599866130651657,0.8973333333333333,0.019776529298921763,0.9466666666666667,0.0,4.197333333333333,0.10312882989521201,0.005906617022881787,0.0005627710671466583,0.9055952090791457,0.04623169932599732,0.01910376792203296,0.001847729754643638,1.0,0.0
ragroute_online,gis,1,Full TASR,50,0.7,4,151,200,5,0.0,0.0,0.18,0.028284271247461894,0.952,0.010954451150103333,0.976,0.008944271909999166,7.64,0.19339079605813708,0.027,0.022248595461286987,0.474,0.018841443681416766,0.911,0.014747881203752639,0.954,0.0022360679774997916,5.058,0.1137211501876412,0.003143062006953862,0.0002351239122606197,0.8650617764311798,0.036353144090983655,0.010349337964867153,0.0007811434365643876,1.0,0.0
ragroute_online,gis,1,Full TASR,50,0.7,5,201,250,5,0.0,0.0,0.1,0.034641016151377546,0.916,0.008944271909999166,0.96,0.0,8.476,0.3958282455813383,0.0216,0.01779887636902959,0.3992,0.01905780679931455,0.912,0.012328828005937964,0.9551999999999999,0.0017888543819998333,5.7416,0.13964526486780743,0.0030376800941537127,4.916338163585244e-06,0.8178892386043801,0.13074107523677866,0.01,0.0,1.0,0.0
ragroute_online,gis,1,Full TASR,50,0.7,6,251,300,5,0.0,0.0,0.248,0.03346640106136303,0.928,0.01095445115010327,0.988,0.010954451150103333,7.38,0.2720294101747089,0.018000000000000002,0.014832396974191326,0.374,0.020193508307814603,0.9146666666666666,0.009603240193925297,0.9606666666666667,0.0027888667551136097,6.014666666666667,0.15601994174534933,0.003061165452822455,3.0589721793997294e-05,0.8464098896601876,0.0939494070307601,0.01004,8.944271909999182e-05,1.0,0.0
ragroute_online,gis,1,Full TASR,50,0.7,7,301,350,5,0.0,0.0,0.29200000000000004,0.03898717737923584,1.0,0.0,1.0,0.0,6.9479999999999995,0.1664932431061392,0.015428571428571429,0.012713483120735423,0.36228571428571427,0.022533421889291826,0.9268571428571428,0.00823134873765024,0.9662857142857143,0.0023904572186687627,6.148,0.15152826906729502,0.0030690543553451,3.0266606771785534e-05,0.7550656465422255,0.05453348637169581,0.01004,8.944271909999182e-05,1.0,0.0
ragroute_online,gis,1,Full TASR,50,0.7,8,351,400,5,0.0,0.0,0.372,0.04604345773288534,0.98,0.0,1.0,0.0,6.152,0.13754999091239525,0.0135,0.011124297730643494,0.3635,0.02133072900770156,0.9335,0.00720243014544396,0.9705,0.0020916500663351973,6.1485,0.14922298750527674,0.0030629705277213015,1.7245703759982861e-06,0.8535978946862638,0.06301252491411678,0.01,0.0,1.0,0.0
ragroute_online,gis,1,Full TASR,50,0.7,9,401,450,5,0.0,0.0,0.252,0.0521536192416212,0.96,0.0,0.996,0.008944271909999166,5.804,0.1228006514640701,0.012,0.009888264649460883,0.3511111111111111,0.024695678634325403,0.9364444444444444,0.0064021601292835175,0.9733333333333334,0.0027216552697590587,6.110222222222222,0.1385070306188975,0.00306561467718068,1.2814177566629422e-06,0.9372315401745377,0.050472209817669846,0.01,0.0,1.0,0.0
ragroute_online,gis,1,Full TASR,50,0.7,10,451,500,5,0.0,0.0,0.456,0.03286335345030997,1.0,0.0,1.0,0.0,5.76,0.13928388277184126,0.0108,0.008899438184514795,0.3616,0.024223955085823642,0.9428,0.005761944116355146,0.976,0.00244948974278318,6.0752,0.12800468741417245,0.003068258037416076,1.228380286827087e-06,0.9793984067999889,0.018245460010447016,0.01,0.0,1.0,0.0
ragroute_online,gis,1,No Defense,50,0.7,1,1,50,5,0.036,0.021908902300206645,0.872,0.05932958789676529,0.756,0.021908902300206666,0.896,0.008944271909999166,2.512,0.16528762809115524,0.036,0.021908902300206645,0.872,0.05932958789676529,0.756,0.021908902300206666,0.896,0.008944271909999166,2.512,0.16528762809115524,0.7,0.0,0.7,0.0,1.0,0.0,1.0,0.0
ragroute_online,gis,1,No Defense,50,0.7,2,51,100,5,0.024,0.026076809620810593,0.94,0.04242640687119283,0.908,0.017888543819998333,0.98,0.0,2.272,0.12853015210447694,0.030000000000000002,0.02,0.906,0.048785243670601865,0.832,0.017888543819998298,0.938,0.004472135954999534,2.392,0.14481022063376608,0.7,0.0,0.7,0.0,1.0,0.0,1.0,0.0
ragroute_online,gis,1,No Defense,50,0.7,3,101,150,5,0.02,0.01414213562373095,0.916,0.016733200530681485,0.84,0.0,0.92,0.0,2.404,0.12198360545581537,0.02666666666666667,0.01563471919941143,0.9093333333333333,0.03729760194853163,0.8346666666666667,0.0119256958799989,0.932,0.002981423969999739,2.396,0.13346660006658348,0.7,0.0,0.7,0.0,1.0,0.0,1.0,0.0
ragroute_online,gis,1,No Defense,50,0.7,4,151,200,5,0.004,0.00894427190999916,0.9,0.05656854249492379,0.86,0.0,0.916,0.021908902300206604,2.46,0.17492855684535916,0.021,0.012449899597988732,0.907,0.038987177379235835,0.841,0.008944271909999166,0.928,0.004472135954999583,2.412,0.13886144173239734,0.7,0.0,0.7,0.0,1.0,0.0,1.0,0.0
ragroute_online,gis,1,No Defense,50,0.7,5,201,250,5,0.02,0.02449489742783178,0.9159999999999999,0.0726636084983398,0.74,0.0,0.8160000000000001,0.021908902300206604,2.424,0.1996997746618658,0.0208,0.0117983049630021,0.9087999999999999,0.04511319097558938,0.8208,0.0071554175279992995,0.9056000000000001,0.007797435475847178,2.4144,0.15034892749866904,0.7,0.0,0.7,0.0,1.0,0.0,1.0,0.0
ragroute_online,gis,1,No Defense,50,0.7,6,251,300,5,0.012,0.010954451150103323,0.876,0.05549774770204645,0.792,0.010954451150103333,0.868,0.010954451150103333,2.512,0.19421637418096346,0.019333333333333334,0.011155467020454342,0.9033333333333333,0.046726152562920585,0.816,0.0064117946872237885,0.8993333333333333,0.007226494462892957,2.4306666666666668,0.15615875113343974,0.7,0.0,0.7,0.0,1.0,0.0,1.0,0.0
ragroute_online,gis,1,No Defense,50,0.7,7,301,350,5,0.028,0.038987177379235856,0.928,0.057619441163551735,0.904,0.021908902300206666,0.948,0.010954451150103333,2.308,0.2632869157402244,0.02057142857142857,0.012681337726384084,0.9068571428571428,0.04719045216471447,0.8285714285714286,0.008329931278350433,0.9062857142857143,0.007666518779999286,2.4131428571428573,0.1685786923374484,0.7,0.0,0.7,0.0,1.0,0.0,1.0,0.0
ragroute_online,gis,1,No Defense,50,0.7,8,351,400,5,0.024,0.016733200530681513,0.9,0.03741657386773939,0.82,0.014142135623730925,0.972,0.010954451150103333,2.392,0.21844907873461028,0.021,0.010982941318244399,0.906,0.04574385204593072,0.8275,0.007288689868556613,0.9145,0.007786205751198754,2.4105000000000003,0.17067329902477432,0.7,0.0,0.7,0.0,1.0,0.0,1.0,0.0
ragroute_online,gis,1,No Defense,50,0.7,9,401,450,5,0.008,0.010954451150103323,0.884,0.0433589667773576,0.868,0.017888543819998333,0.96,0.0,2.46,0.1503329637837292,0.019555555555555555,0.010703639625593151,0.9035555555555556,0.045149955908267723,0.832,0.007793634629666761,0.9195555555555556,0.006921071778843293,2.416,0.16754140818552918,0.7,0.0,0.7,0.0,1.0,0.0,1.0,0.0
ragroute_online,gis,1,No Defense,50,0.7,10,451,500,5,0.0,0.0,0.9239999999999999,0.06066300355241241,0.9,0.0,0.944,0.008944271909999166,2.352,0.20278066969018524,0.017599999999999998,0.009633275663033836,0.9056,0.0452857593510366,0.8388,0.007014271166700079,0.922,0.006928203230275515,2.4096,0.1682700210970451,0.7,0.0,0.7,0.0,1.0,0.0,1.0,0.0
ragroute_online,gis,1,Rel,50,0.7,1,1,50,5,0.108,0.08899438184514795,0.9,0.054772255750516606,0.772,0.05932958789676528,0.896,0.008944271909999166,2.2840000000000003,0.2578371579117331,0.108,0.08899438184514795,0.9,0.054772255750516606,0.772,0.05932958789676528,0.896,0.008944271909999166,2.2840000000000003,0.2578371579117331,0.9328350952111217,0.006230257419326556,0.9326071706290792,0.001014685892732531,1.0,0.0,1.0,0.0
ragroute_online,gis,1,Rel,50,0.7,2,51,100,5,0.0,0.0,0.656,0.03577708763999662,0.98,0.0,0.98,0.0,3.416,0.058991524815010556,0.054,0.044497190922573975,0.778,0.016431676725154998,0.876,0.029664793948382676,0.938,0.004472135954999534,2.85,0.11704699910719628,0.04559353142920449,0.009137369891057257,0.9868396925278453,0.0001981453881765246,0.04664734131689777,0.009386477634929499,1.0,0.0
ragroute_online,gis,1,Rel,50,0.7,3,101,150,5,0.0,0.0,0.272,0.05403702434442518,0.924,0.008944271909999116,0.96,0.0,5.952,0.29886451780029,0.036000000000000004,0.029664793948382652,0.6093333333333333,0.01801234144814172,0.892,0.02076321533652991,0.9453333333333334,0.002981423969999739,3.884,0.07566005844859268,0.01153679755995436,0.0012926404660567972,0.9973429797456329,4.0004863929544737e-05,0.01170163033252597,0.0013084639581695538,1.0,0.0
ragroute_online,gis,1,Rel,50,0.7,4,151,200,5,0.0,0.0,0.252,0.0303315017762062,0.948,0.010954451150103333,0.972,0.010954451150103333,6.724,0.04560701700396556,0.027,0.022248595461286987,0.52,0.020000000000000018,0.906,0.013874436925511621,0.952,0.0027386127875258333,4.594,0.052249401910452346,0.009908356045110128,9.922840186155713e-06,0.9994741562483009,9.567771025846335e-06,0.01,0.0,1.0,0.0
ragroute_online,gis,1,Rel,50,0.7,5,201,250,5,0.0,0.0,0.168,0.022803508501982758,0.92,0.0,0.94,0.014142135623730925,7.016,0.33627369804966917,0.0216,0.01779887636902959,0.4496,0.020513410247932934,0.9088,0.011099549540409297,0.9496,0.0035777087639996667,5.0784,0.09128417168381368,0.009930482385177911,9.93540128115272e-06,0.9998909161065985,4.164641871357514e-06,0.01,0.0,1.0,0.0
ragroute_online,gis,1,Rel,50,0.7,6,251,300,5,0.0,0.0,0.30000000000000004,0.028284271247461894,0.9,0.0,0.98,0.0,6.176,0.28996551519103086,0.018000000000000002,0.014832396974191326,0.4246666666666667,0.02062899792902106,0.9073333333333333,0.00924962461700774,0.9546666666666667,0.0029814239699997324,5.261333333333333,0.12139467313958491,0.009957623301132826,7.531127443695489e-06,0.9999786983631519,8.132611146813805e-07,0.01,0.0,1.0,0.0
ragroute_online,gis,1,Rel,50,0.7,7,301,350,5,0.0,0.0,0.368,0.04147288270665544,0.98,0.0,1.0,0.0,5.748,0.18198901065723727,0.015428571428571429,0.012713483120735423,0.4165714285714286,0.023158724719039372,0.9177142857142857,0.007928249671720925,0.9611428571428572,0.002555506259999747,5.330857142857143,0.12741383643186383,0.010017429259083553,9.355242856520534e-05,0.9999959766404989,1.5360518329148167e-07,0.01004,8.944271909999182e-05,1.0,0.0
ragroute_online,gis,1,Rel,50,0.7,8,351,400,5,0.0,0.0,0.448,0.017888543819998333,0.98,0.0,1.0,0.0,5.256,0.08049844718999237,0.0135,0.011124297730643494,0.4205,0.021316073747292212,0.9255,0.006937218462755798,0.966,0.002236067977499798,5.3214999999999995,0.12131570384744098,0.009989310450881257,2.397072181738653e-06,0.9999992400855489,2.9012271575733058e-08,0.01,0.0,1.0,0.0
ragroute_online,gis,1,Rel,50,0.7,9,401,450,5,0.0,0.0,0.328,0.0593295878967653,0.96,0.0,0.972,0.010954451150103333,5.172,0.11541230437002833,0.012,0.009888264649460883,0.4102222222222222,0.0251219249085557,0.9293333333333333,0.00616641641133849,0.9666666666666667,0.0015713484026367824,5.304888888888889,0.11547433042739114,0.009994153542924978,1.7309318843182795e-06,0.99999984962162,5.413745961962337e-09,0.01,0.0,1.0,0.0
ragroute_online,gis,1,Rel,50,0.7,10,451,500,5,0.0,0.0,0.488,0.022803508501982764,1.0,0.0,1.0,0.0,5.236,0.1178134118001854,0.0108,0.008899438184514795,0.418,0.02387467277262665,0.9364,0.005549774770204594,0.97,0.0014142135623730963,5.298,0.10397114984456009,0.009997407867476299,7.943032800339437e-07,0.9999999715971928,1.0225245423875556e-09,0.01,0.0,1.0,0.0
ragroute_online,gis,3,Full TASR,50,0.7,1,1,50,5,0.228,0.07694153624668539,0.992,0.010954451150103333,0.716,0.04335896677735758,0.892,0.010954451150103333,1.832,0.12537942414925984,0.228,0.07694153624668539,0.992,0.010954451150103333,0.716,0.04335896677735758,0.892,0.010954451150103333,1.832,0.12537942414925984,0.8808743822508374,0.008425628465391284,0.9321533893026871,0.0012427313431975634,1.0,0.0,1.0,0.0
ragroute_online,gis,3,Full TASR,50,0.7,2,51,100,5,0.008,0.010954451150103323,0.824,0.07797435475847168,0.976,0.008944271909999166,0.98,0.0,2.604,0.25075884829851963,0.118,0.035637059362410926,0.908,0.04207136793592525,0.846,0.019493588689617945,0.9359999999999999,0.005477225575051605,2.218,0.14463747785411632,0.158635420336825,0.058916486040136405,0.9578318699975159,0.030886109546238747,0.305416835553258,0.06809438429438373,1.0,0.0
ragroute_online,gis,3,Full TASR,50,0.7,3,101,150,5,0.0,0.0,0.632,0.14184498581197713,0.92,0.014142135623730925,0.96,0.0,3.6919999999999997,0.5104115986142947,0.07866666666666666,0.023758039574940618,0.8160000000000001,0.0752182011070311,0.8706666666666667,0.010110500592068741,0.944,0.003651483716701131,2.7093333333333334,0.26155942600742443,0.04646636747445839,0.009888997554419436,0.9369773843415309,0.06566424949463362,0.12428622864292253,0.02468806060389217,1.0,0.0
ragroute_online,gis,3,Full TASR,50,0.7,4,151,200,5,0.0,0.0,0.512,0.14463747785411638,0.952,0.010954451150103333,0.968,0.010954451150103333,4.34,0.7222188034107114,0.059,0.017818529681205463,0.74,0.09253377761660873,0.891,0.006519202405202654,0.95,0.0050000000000000044,3.117,0.37607512547362115,0.02415072707717384,0.014928900491903369,0.9761649517504186,0.007198692095177414,0.06972858441995856,0.03837418492490561,1.0,0.0
ragroute_online,gis,3,Full TASR,50,0.7,5,201,250,5,0.0,0.0,0.364,0.1687601848778319,0.912,0.010954451150103333,0.952,0.010954451150103333,4.868,0.9849466990654875,0.0472,0.01425482374496437,0.6648,0.10656078077792035,0.8952,0.005932958789676535,0.9503999999999999,0.006066300355241246,3.4672,0.496792914603258,0.013961225341042783,0.007031001727675949,0.8784345213014335,0.06955999434257816,0.04333936311825872,0.02137009018474079,1.0,0.0
ragroute_online,gis,3,Full TASR,50,0.7,6,251,300,5,0.0,0.0,0.448,0.13160547101089684,0.912,0.010954451150103333,0.988,0.010954451150103333,4.92,0.8419026071939677,0.03933333333333333,0.011879019787470309,0.6286666666666667,0.11041839621286946,0.898,0.005577733510227167,0.9566666666666667,0.004714045207910308,3.7093333333333334,0.552782858714784,0.007801086214674952,0.004800957503706485,0.9036159216973851,0.04130882174981897,0.025375096891455277,0.015928711322084368,1.0,0.0
ragroute_online,gis,3,Full TASR,50,0.7,7,301,350,5,0.0,0.0,0.452,0.11099549540409287,0.992,0.010954451150103333,1.0,0.0,5.348,1.0901926435268217,0.03371428571428572,0.010182016960688834,0.6034285714285714,0.11020204079742973,0.9114285714285715,0.004948716593053946,0.9628571428571429,0.004040610178208852,3.9434285714285715,0.6289979072675352,0.004891630374297704,0.0036892325855239884,0.7951529348952306,0.0702206658637746,0.015965014378595332,0.01199708665607426,0.98,0.04472135954999579
ragroute_online,gis,3,Full TASR,50,0.7,8,351,400,5,0.0,0.0,0.416,0.14170391667134682,0.98,0.0,1.0,0.0,5.408,0.8802954049635839,0.0295,0.008909264840602732,0.58,0.11330269193624659,0.92,0.004330127018922197,0.9675,0.003535533905932721,4.1265,0.659788318326416,0.004149477138723563,0.0024663171843977505,0.8637355547750242,0.07492469489369073,0.013628766710374107,0.008001814707554884,0.998734544576,0.0028296443505597827
ragroute_online,gis,3,Full TASR,50,0.7,9,401,450,5,0.0,0.0,0.38,0.14352700094407325,0.96,0.0,0.988,0.010954451150103333,5.028,0.7417007482805987,0.026222222222222223,0.007919346524980204,0.5577777777777778,0.11632224291824357,0.9244444444444445,0.003849001794597482,0.9697777777777778,0.003370166864022933,4.226666666666667,0.6682573615266562,0.003385414593357087,0.0007455995241335872,0.9297711309215777,0.04972466778935808,0.01116464013442711,0.0023803030457023324,0.987272,0.028460673217617288
ragroute_online,gis,3,Full TASR,50,0.7,10,451,500,5,0.0,0.0,0.46399999999999997,0.07536577472566706,1.0,0.0,1.0,0.0,5.212,0.5375127905454902,0.0236,0.007127411872482185,0.5484,0.11178014134898918,0.932,0.0034641016151377097,0.9728,0.003033150177620623,4.3252,0.6545419772634908,0.0034440348905023363,0.0008767279402127537,0.9642268061426941,0.04688580767638368,0.011308065958817117,0.002812928763846694,1.0,0.0
ragroute_online,gis,3,No Defense,50,0.7,1,1,50,5,0.112,0.052153619241621194,0.98,0.020000000000000018,0.74,0.020000000000000018,0.868,0.017888543819998333,2.04,0.12083045973594583,0.112,0.052153619241621194,0.98,0.020000000000000018,0.74,0.020000000000000018,0.868,0.017888543819998333,2.04,0.12083045973594583,0.7,0.0,0.7,0.0,1.0,0.0,1.0,0.0
ragroute_online,gis,3,No Defense,50,0.7,2,51,100,5,0.052,0.01788854381999832,0.98,0.014142135623730963,0.9,0.020000000000000018,0.98,0.0,2.076,0.029664793948382676,0.082,0.02683281572999748,0.98,0.01581138830084191,0.82,0.018708286933869663,0.924,0.008944271909999116,2.058,0.07224956747275388,0.7,0.0,0.7,0.0,1.0,0.0,1.0,0.0
ragroute_online,gis,3,No Defense,50,0.7,3,101,150,5,0.052000000000000005,0.041472882706655445,0.956,0.021908902300206617,0.832,0.010954451150103333,0.904,0.016733200530681527,2.12,0.10770329614269003,0.07200000000000001,0.02958978802822953,0.972,0.015202339001321851,0.824,0.01115546702045432,0.9173333333333333,0.010110500592068755,2.0786666666666664,0.08047083667736742,0.7,0.0,0.7,0.0,1.0,0.0,1.0,0.0
ragroute_online,gis,3,No Defense,50,0.7,4,151,200,5,0.028,0.01788854381999832,0.968,0.017888543819998333,0.852,0.010954451150103333,0.888,0.010954451150103333,2.168,0.09121403400793093,0.061,0.02534758371127315,0.971,0.01557241150239745,0.831,0.008215838362577499,0.91,0.009354143466934863,2.101,0.08287038071591082,0.7,0.0,0.7,0.0,1.0,0.0,1.0,0.0
ragroute_online,gis,3,No Defense,50,0.7,5,201,250,5,0.07200000000000001,0.057619441163551735,0.98,0.034641016151377525,0.74,0.0,0.804,0.008944271909999116,2.084,0.12280065146406996,0.0632,0.02876108481959608,0.9728,0.017753872816937733,0.8128000000000001,0.006572670690061952,0.8888,0.007155417527999333,2.0976,0.0891560429808323,0.7,0.0,0.7,0.0,1.0,0.0,1.0,0.0
ragroute_online,gis,3,No Defense,50,0.7,6,251,300,5,0.048,0.030331501776206204,0.964,0.026076809620810618,0.788,0.010954451150103333,0.852,0.010954451150103333,2.148,0.07949842765740724,0.06066666666666667,0.025538641745837275,0.9713333333333333,0.017888543819998277,0.8086666666666666,0.0069121471177758876,0.8826666666666667,0.0064117946872237624,2.106,0.08351313935210705,0.7,0.0,0.7,0.0,1.0,0.0,1.0,0.0
ragroute_online,gis,3,No Defense,50,0.7,7,301,350,5,0.06,0.0282842712474619,0.996,0.008944271909999166,0.896,0.021908902300206666,0.9319999999999999,0.01095445115010327,2.016,0.06542170893518456,0.06057142857142857,0.025185029566901728,0.9748571428571429,0.016462697475300506,0.8211428571428572,0.007719574906346461,0.8897142857142857,0.006259686371487612,2.093142857142857,0.08047309095186372,0.7,0.0,0.7,0.0,1.0,0.0,1.0,0.0
ragroute_online,gis,3,No Defense,50,0.7,8,351,400,5,0.044,0.008944271909999158,0.964,0.029664793948382638,0.82,0.014142135623730925,0.952,0.010954451150103333,2.128,0.04381780460041333,0.0585,0.021257351669481315,0.9735,0.017730623226497173,0.821,0.0054772255750516665,0.8975,0.006373774391990965,2.0974999999999997,0.07543623134807306,0.7,0.0,0.7,0.0,1.0,0.0,1.0,0.0
ragroute_online,gis,3,No Defense,50,0.7,9,401,450,5,0.04,0.02,0.944,0.008944271909999166,0.856,0.026076809620810618,0.956,0.008944271909999166,2.176,0.04560701700396556,0.05644444444444444,0.01928346057770368,0.9702222222222222,0.0162237442208391,0.8248888888888889,0.0061664164113385,0.904,0.006363476028122824,2.106222222222222,0.07036764127261619,0.7,0.0,0.7,0.0,1.0,0.0,1.0,0.0
ragroute_online,gis,3,No Defense,50,0.7,10,451,500,5,0.032,0.01788854381999832,0.984,0.016733200530681527,0.896,0.008944271909999166,0.9359999999999999,0.008944271909999116,2.092,0.07823042886243185,0.054,0.01870828693386971,0.9716,0.016087262041752176,0.832,0.0058309518948453055,0.9072,0.005761944116355179,2.1048,0.07037897413290434,0.7,0.0,0.7,0.0,1.0,0.0,1.0,0.0
ragroute_online,gis,3,Rel,50,0.7,1,1,50,5,0.228,0.07694153624668539,0.992,0.010954451150103333,0.716,0.04335896677735758,0.892,0.010954451150103333,1.832,0.12537942414925984,0.228,0.07694153624668539,0.992,0.010954451150103333,0.716,0.04335896677735758,0.892,0.010954451150103333,1.832,0.12537942414925984,0.8808743822508374,0.008425628465391284,0.9321533893026871,0.0012427313431975634,1.0,0.0,1.0,0.0
ragroute_online,gis,3,Rel,50,0.7,2,51,100,5,0.008,0.010954451150103323,0.888,0.05761944116355174,0.976,0.008944271909999166,0.98,0.0,2.436,0.1946278500112458,0.118,0.035637059362410926,0.9400000000000001,0.03162277660168377,0.846,0.019493588689617945,0.9359999999999999,0.005477225575051605,2.134,0.12992305415129368,0.26621241040584936,0.06601104105653932,0.9867510792163672,0.00024267754795909412,0.2821719163337172,0.07156387058623476,1.0,0.0
ragroute_online,gis,3,Rel,50,0.7,3,101,150,5,0.0,0.0,0.704,0.13520355024924455,0.924,0.008944271909999116,0.96,0.0,3.2239999999999998,0.5040634880647477,0.07866666666666666,0.023758039574940618,0.8613333333333333,0.06470445631227165,0.872,0.010954451150103333,0.944,0.003651483716701131,2.497333333333333,0.24987107786927965,0.11163973510749664,0.04489500898146112,0.9973250890265976,4.899575192842829e-05,0.11445274201579261,0.04524899045566493,1.0,0.0
ragroute_online,gis,3,Rel,50,0.7,4,151,200,5,0.0,0.0,0.584,0.1971801207018598,0.94,0.024494897427831758,0.968,0.010954451150103333,3.804,0.8229702303242811,0.059,0.017818529681205463,0.792,0.09769851585361979,0.889,0.011937336386313334,0.95,0.0050000000000000044,2.824,0.385395900341454,0.08542258588251442,0.0958017994578156,0.9994669321005456,1.7764818075974033e-05,0.08624368718429745,0.09596358109423543,1.0,0.0
ragroute_online,gis,3,Rel,50,0.7,5,201,250,5,0.004,0.00894427190999916,0.456,0.23723406163533936,0.876,0.03847076812334272,0.94,0.014142135623730925,4.176,1.0397499699446977,0.048,0.01414213562373095,0.7248,0.12430285596075415,0.8864,0.014310835055998667,0.948,0.006324555320336764,3.0944000000000003,0.5153918897305233,0.04434807133136737,0.04431374177515422,0.9998901868414599,4.153984540278241e-06,0.04465368527699054,0.04425804019047583,1.0,0.0
ragroute_online,gis,3,Rel,50,0.7,6,251,300,5,0.0,0.0,0.516,0.20464603587658375,0.904,0.008944271909999166,0.964,0.008944271909999166,4.46,1.1247221879201992,0.04,0.011785113019775794,0.6900000000000001,0.1376388188137505,0.8893333333333333,0.012995725793078576,0.9506666666666667,0.005962847939999434,3.322,0.6156234419044017,0.025438222413589746,0.02834879333135482,0.9999779715147796,9.826143984526962e-07,0.02555429375908601,0.028329460736669098,1.0,0.0
ragroute_online,gis,3,Rel,50,0.7,7,301,350,5,0.0,0.0,0.52,0.20639767440550294,0.984,0.008944271909999166,1.0,0.0,4.644,1.222489263756537,0.03428571428571429,0.010101525445522107,0.6657142857142857,0.14738537573175922,0.9028571428571429,0.01212183053462653,0.9577142857142857,0.005111012519999525,3.510857142857143,0.7019779634892321,0.015889975783530255,0.013068708403902972,0.9999958393565744,1.8559188685137925e-07,0.01595900859952513,0.013062415763486669,1.0,0.0
ragroute_online,gis,3,Rel,50,0.7,8,351,400,5,0.0,0.0,0.516,0.14791889669680477,0.98,0.0,1.0,0.0,4.5760000000000005,0.7980476176269182,0.03,0.008838834764831844,0.647,0.14689920013396943,0.9125,0.010606601717798222,0.963,0.004472135954999593,3.644,0.7134830937029973,0.01440453605155172,0.009883698690260932,0.9962028508597761,0.0034655869700469543,0.014453325330359222,0.009882829243242882,0.996203633728,0.003465592406210277
