experiment,target_domain,num_malicious,mode,warmup_queries,cold_start_s0,window_idx,query_start,query_end,n,window_hr@1_mean,window_hr@1_std,window_hr@3_mean,window_hr@3_std,window_acc@1_mean,window_acc@1_std,window_acc@3_mean,window_acc@3_std,cumulative_hr@1_mean,cumulative_hr@1_std,cumulative_acc@1_mean,cumulative_acc@1_std,mal_effective_trust_mean,mal_effective_trust_std,honest_target_effective_trust_mean,honest_target_effective_trust_std,mal_reputation_mean,mal_reputation_std,honest_target_reputation_mean,honest_target_reputation_std
cold_start_sweep,gaming,1,Full TASR,50,1.0,1,1,50,5,0.18,0.039999999999999994,0.248,0.06099180272790762,0.708,0.04816637831516917,0.948,0.010954451150103333,0.18,0.039999999999999994,0.708,0.04816637831516917,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
cold_start_sweep,gaming,1,Full TASR,50,1.0,2,51,100,5,0.02,0.0,0.06,0.0,0.836,0.038470768123342686,0.924,0.016733200530681475,0.1,0.02,0.772,0.021679483388678818,0.6204693960000001,0.0271676742104229,0.6732455348052454,0.01691615813899774,0.7290000000000001,0.0,0.8382236192069424,0.017187283939858678
cold_start_sweep,gaming,1,Full TASR,50,1.0,3,101,150,5,0.0,0.0,0.036,0.01673320053068151,0.856,0.1089954127475097,0.96,0.031622776601683784,0.06666666666666667,0.013333333333333334,0.8,0.04109609335312652,0.43691994975760573,0.016322136183463995,0.5092930272664803,0.037055860674360036,0.5928519600000002,0.005281503120135345,0.7407161251993785,0.034596524991498
cold_start_sweep,gaming,1,Full TASR,50,1.0,4,151,200,5,0.0,0.0,0.04,0.0,0.996,0.008944271909999166,1.0,0.0,0.05,0.01,0.849,0.03170173496829471,0.31830548862075786,0.00971543515665583,0.4344943975389753,0.05358910235997666,0.4802100876000001,0.004278017527309625,0.7013820813483385,0.0442403065634489
cold_start_sweep,gaming,1,Full TASR,50,1.0,5,201,250,5,0.0,0.0,0.028,0.010954451150103323,0.992,0.017888543819998333,0.996,0.008944271909999166,0.04,0.007999999999999998,0.8776,0.022908513701242184,0.25445503523602986,0.018526359013942964,0.31259365306611997,0.015033884849576414,0.4149703904400001,0.025393917100763313,0.6066900244783214,0.039897939341756866
cold_start_sweep,gaming,1,Full TASR,50,1.0,6,251,300,5,0.0,0.0,0.04,0.01414213562373095,1.0,0.0,1.0,0.0,0.03333333333333333,0.006666666666666667,0.898,0.01909042808436849,0.19083902920216117,0.011783326519776089,0.23967753345131979,0.009519373283313832,0.34452219309400817,0.01821968134043613,0.5420878213991914,0.03233248793874498
cold_start_sweep,gaming,1,Full TASR,50,1.0,7,301,350,5,0.0,0.0,0.036000000000000004,0.00894427190999916,0.988,0.0268328157299975,0.996,0.008944271909999166,0.02857142857142857,0.005714285714285715,0.9108571428571429,0.0193147928927492,0.1437748400131837,0.003880886364269733,0.18846812655679074,0.010860722145672151,0.2858412852816906,0.005096519046565786,0.47231109580229946,0.012281998411236908
cold_start_sweep,gaming,1,Full TASR,50,1.0,8,351,400,5,0.0,0.0,0.028,0.010954451150103323,1.0,0.0,1.0,0.0,0.025,0.005,0.922,0.016900443781155582,0.12175614920316569,0.008587216890453038,0.14220194459610191,0.0031634306947144644,0.253231247979981,0.015078531175435875,0.3880753272555745,0.014884077358462937
cold_start_sweep,gaming,1,Full TASR,50,1.0,9,401,450,5,0.0,0.0,0.036,0.01673320053068151,0.992,0.017888543819998333,0.996,0.008944271909999166,0.022222222222222223,0.0044444444444444444,0.9297777777777778,0.01667407242871471,0.09367446451002347,0.004200655646893752,0.12819471642173783,0.009512216213728662,0.21010910677170916,0.007349326803614032,0.3618293259684264,0.036313563021598355
cold_start_sweep,gaming,1,Full TASR,50,1.0,10,451,500,5,0.0,0.0,0.024,0.00894427190999916,0.984,0.03577708763999662,0.996,0.008944271909999166,0.02,0.003999999999999999,0.9352,0.018143869488066726,0.08003316376847476,0.004795505800972444,0.09407519688187461,0.005035330139491873,0.1860592429848212,0.010898045740935433,0.2623594988656041,0.011366913312821837
